ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE
255,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,9,Very strongly favor,32,"Other, non-Hispanic",45-59,BA or above,Republican,Female,59
256,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,8,Strongly favor,30,"White, non-Hispanic",60+,BA or above,Independent,Male,72
257,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,8,Strongly favor,8,"Black, non-Hispanic",18-29,Some college,Independent,Male,23
258,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,10,Strongly favor,4,"White, non-Hispanic",30-44,Some college,Independent,Female,39
259,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,6,Slightly favor,18,"White, non-Hispanic",30-44,Some college,Republican,Female,34
260,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,27,Hispanic,18-29,BA or above,Democrat,Male,25
261,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,30,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,55
262,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,9,Very strongly favor,29,"White, non-Hispanic",45-59,BA or above,Republican,Female,53
263,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,5,"White, non-Hispanic",60+,BA or above,Independent,Female,62
264,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,30,"White, non-Hispanic",60+,BA or above,Democrat,Female,71
265,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,1,Very strongly oppose,9,Very strongly favor,29,"White, non-Hispanic",60+,Some college,Independent,Male,69
266,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,4,"White, non-Hispanic",45-59,BA or above,Democrat,Male,53
267,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,8,Strongly favor,15,Hispanic,18-29,BA or above,Independent,Male,24
268,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,8,Strongly favor,18,Hispanic,60+,Some college,Democrat,Female,61
269,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,5,In the middle,36,Hispanic,60+,BA or above,Independent,Female,60
270,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,7,Moderately favor,9,Very strongly favor,36,"Black, non-Hispanic",45-59,BA or above,Democrat,Male,47
271,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,9,Very strongly favor,17,"White, non-Hispanic",18-29,BA or above,Independent,Female,26
272,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,8,Strongly favor,24,"White, non-Hispanic",60+,Some college,Independent,Female,63
273,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,0,Extremely oppose,13,"White, non-Hispanic",60+,BA or above,Independent,Male,78
274,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,8,Strongly favor,14,"White, non-Hispanic",18-29,BA or above,Independent,Male,28
275,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,7,Moderately favor,10,Strongly favor,34,"White, non-Hispanic",60+,BA or above,Republican,Male,67
276,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,6,Slightly favor,18,"White, non-Hispanic",60+,HS graduate or equivalent,Republican,Male,61
277,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,31,Hispanic,30-44,Some college,Democrat,Female,34
278,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,3,Moderately oppose,38,"White, non-Hispanic",60+,BA or above,Republican,Male,63
279,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,8,Strongly favor,11,"Asian, non-Hispanic",30-44,Some college,Republican,Male,40
280,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,1,"Black, non-Hispanic",45-59,Some college,Democrat,Female,45
281,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,2,"Asian, non-Hispanic",18-29,HS graduate or equivalent,Independent,Male,21
282,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,5,In the middle,3,Hispanic,30-44,Some college,Democrat,Female,36
283,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,3,Moderately oppose,6,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,35
284,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,1,Very strongly oppose,37,"White, non-Hispanic",60+,BA or above,Independent,Male,69
285,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,10,Strongly favor,7,"White, non-Hispanic",30-44,Some college,Republican,Male,44
286,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,13,"White, non-Hispanic",45-59,BA or above,Independent,Male,47
287,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,21,"White, non-Hispanic",18-29,HS graduate or equivalent,Independent,Male,21
288,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,10,Strongly favor,27,"White, non-Hispanic",45-59,BA or above,Republican,Male,47
289,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,34,"White, non-Hispanic",45-59,Some college,Democrat,Male,57
290,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,2,Strongly oppose,7,"2+, non-Hispanic",30-44,Some college,Democrat,Female,35
291,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,10,"White, non-Hispanic",60+,BA or above,Democrat,Female,78
292,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,6,Slightly favor,5,In the middle,32,"White, non-Hispanic",30-44,Some college,Independent,Male,41
293,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,5,In the middle,37,Hispanic,18-29,Some college,Independent,Female,23
294,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,20,Hispanic,60+,Some college,Democrat,Female,61
295,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,5,In the middle,13,"White, non-Hispanic",60+,Some college,Republican,Male,71
296,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,12,"White, non-Hispanic",45-59,Some college,Independent,Male,52
297,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,3,Moderately oppose,27,Hispanic,18-29,Some college,Democrat,Female,24
298,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,31,"Black, non-Hispanic",45-59,BA or above,Republican,Male,54
299,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,6,Slightly favor,5,In the middle,10,"White, non-Hispanic",30-44,BA or above,Republican,Male,39
300,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,21,Hispanic,30-44,HS graduate or equivalent,Democrat,Female,41
301,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,9,Very strongly favor,39,"White, non-Hispanic",45-59,Some college,Independent,Male,56
302,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,3,Hispanic,18-29,HS graduate or equivalent,Democrat,Female,27
303,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,21,"Black, non-Hispanic",18-29,BA or above,Independent,Female,29
304,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,9,Very strongly favor,15,"White, non-Hispanic",60+,BA or above,Independent,Male,76
305,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,8,Strongly favor,28,"Black, non-Hispanic",60+,HS graduate or equivalent,Independent,Male,60
306,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,3,Moderately oppose,34,"Black, non-Hispanic",18-29,BA or above,Democrat,Female,24
307,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,26,Hispanic,45-59,BA or above,Democrat,Male,58
308,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,6,Slightly favor,8,Strongly favor,11,"White, non-Hispanic",30-44,BA or above,Independent,Female,36
309,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,5,In the middle,2,Hispanic,30-44,BA or above,Independent,Female,41
310,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,33,"White, non-Hispanic",30-44,BA or above,Independent,Female,41
311,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,3,Moderately oppose,8,"White, non-Hispanic",45-59,BA or above,Republican,Female,52
312,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,4,Slightly oppose,2,Strongly oppose,26,"White, non-Hispanic",45-59,Some college,Republican,Female,45
313,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,9,Very strongly favor,22,"2+, non-Hispanic",18-29,BA or above,Republican,Male,22
314,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,3,"White, non-Hispanic",60+,BA or above,Independent,Female,65
315,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,2,Strongly oppose,14,"White, non-Hispanic",45-59,BA or above,Independent,Male,57
316,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,27,"White, non-Hispanic",60+,BA or above,Democrat,Male,63
317,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,9,Very strongly favor,7,Hispanic,45-59,HS graduate or equivalent,Democrat,Male,51
318,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,25,"White, non-Hispanic",45-59,BA or above,Independent,Male,51
319,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,7,Moderately favor,16,"White, non-Hispanic",60+,BA or above,Republican,Male,60
320,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,9,Very strongly favor,12,"Asian, non-Hispanic",60+,BA or above,Independent,Female,75
321,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,10,Strongly favor,5,"White, non-Hispanic",30-44,BA or above,Republican,Female,37
322,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,17,Hispanic,60+,Some college,Democrat,Female,62
323,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,7,Moderately favor,7,"Black, non-Hispanic",60+,Some college,Independent,Male,66
324,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,9,Very strongly favor,15,"Asian, non-Hispanic",30-44,BA or above,Democrat,Male,30
325,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,2,Strongly oppose,28,"White, non-Hispanic",60+,BA or above,Republican,Male,61
326,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,8,Strongly favor,22,"2+, non-Hispanic",18-29,HS graduate or equivalent,Independent,Male,21
327,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,5,In the middle,31,"Black, non-Hispanic",45-59,BA or above,Democrat,Female,51
328,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,10,Strongly favor,40,Hispanic,45-59,Some college,Republican,Female,52
329,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,8,"White, non-Hispanic",60+,BA or above,Independent,Male,78
330,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,5,"Black, non-Hispanic",30-44,Some college,Independent,Female,31
331,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,6,Slightly favor,3,Moderately oppose,24,"White, non-Hispanic",18-29,BA or above,Republican,Female,25
332,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,7,Moderately favor,22,"White, non-Hispanic",30-44,BA or above,Independent,Male,38
333,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,10,Strongly favor,27,"Asian, non-Hispanic",30-44,BA or above,Independent,Female,39
334,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,False,2,Strongly oppose,77,No opinion,18,"Asian, non-Hispanic",30-44,BA or above,Republican,Male,39
335,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,7,Moderately favor,7,"White, non-Hispanic",45-59,Some college,Republican,Female,51
336,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,8,Strongly favor,2,"Black, non-Hispanic",18-29,Some college,Democrat,Female,21
337,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,2,Strongly oppose,5,In the middle,10,"2+, non-Hispanic",60+,BA or above,Independent,Male,62
338,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,26,Hispanic,60+,No HS diploma,Democrat,Male,68
339,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,21,"White, non-Hispanic",60+,BA or above,Democrat,Male,78
340,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,36,"White, non-Hispanic",45-59,BA or above,Democrat,Female,53
341,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,9,Very strongly favor,9,"White, non-Hispanic",45-59,BA or above,Democrat,Male,59
342,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,27,"Black, non-Hispanic",45-59,BA or above,Independent,Male,46
343,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,9,Very strongly favor,33,"White, non-Hispanic",60+,BA or above,Republican,Female,68
344,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,4,Slightly oppose,8,Strongly favor,36,"White, non-Hispanic",18-29,Some college,Republican,Male,27
345,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,False,98,SKIPPED ON WEB/PAPI,5,In the middle,1,"Black, non-Hispanic",30-44,BA or above,Democrat,Female,37
346,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,2,Strongly oppose,39,"White, non-Hispanic",30-44,Some college,Republican,Female,35
347,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,0,Extremely oppose,6,"Other, non-Hispanic",18-29,Some college,Republican,Female,26
348,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,1,Very strongly oppose,1,Very strongly oppose,17,"White, non-Hispanic",60+,BA or above,Independent,Female,65
349,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,12,"Black, non-Hispanic",30-44,BA or above,Independent,Female,38
350,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,22,"White, non-Hispanic",30-44,BA or above,Independent,Male,34
351,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,8,"White, non-Hispanic",30-44,Some college,Independent,Male,39
352,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,19,"White, non-Hispanic",60+,BA or above,Democrat,Male,73
353,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",45-59,Some college,Republican,Female,54
354,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,10,Strongly favor,11,Hispanic,18-29,BA or above,Democrat,Male,26
355,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,9,Very strongly favor,10,"Black, non-Hispanic",30-44,Some college,Independent,Male,37
356,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,8,Strongly favor,37,"Black, non-Hispanic",30-44,Some college,Democrat,Male,38
357,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,4,Slightly oppose,7,Moderately favor,13,"White, non-Hispanic",60+,BA or above,Independent,Male,70
358,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,33,"Black, non-Hispanic",30-44,HS graduate or equivalent,Democrat,Male,43
359,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,35,"2+, non-Hispanic",45-59,BA or above,Democrat,Male,50
360,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,0,Extremely oppose,1,"Asian, non-Hispanic",18-29,BA or above,Independent,Male,24
361,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,7,Moderately favor,7,"White, non-Hispanic",45-59,Some college,Republican,Male,58
362,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,8,Strongly favor,22,"Black, non-Hispanic",30-44,BA or above,Democrat,Female,38
363,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,9,Very strongly favor,9,Very strongly favor,3,"White, non-Hispanic",60+,BA or above,Democrat,Female,73
364,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,8,Strongly favor,5,"White, non-Hispanic",45-59,BA or above,Independent,Male,59
365,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,8,Strongly favor,17,"White, non-Hispanic",45-59,BA or above,Independent,Female,48
366,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,0,Extremely oppose,5,In the middle,38,"White, non-Hispanic",60+,Some college,Republican,Female,70
367,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,10,Strongly favor,2,Hispanic,60+,Some college,Democrat,Male,64
368,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,16,"2+, non-Hispanic",45-59,Some college,Democrat,Female,52
369,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,38,"White, non-Hispanic",60+,BA or above,Independent,Male,76
370,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,5,In the middle,15,"White, non-Hispanic",30-44,BA or above,Independent,Female,38
371,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,6,Slightly favor,35,Hispanic,45-59,Some college,Independent,Female,55
372,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,10,Strongly favor,34,"2+, non-Hispanic",30-44,Some college,Democrat,Female,34
373,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,8,Strongly favor,4,Slightly oppose,23,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27
374,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,7,Moderately favor,7,Moderately favor,15,"White, non-Hispanic",18-29,BA or above,Independent,Male,23
375,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,5,In the middle,7,Moderately favor,11,"White, non-Hispanic",30-44,BA or above,Independent,Male,35
376,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,3,Moderately oppose,1,Very strongly oppose,10,"White, non-Hispanic",60+,HS graduate or equivalent,Republican,Male,65
377,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,7,Moderately favor,39,Hispanic,18-29,Some college,Independent,Male,24
378,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,False,77,No opinion,77,No opinion,8,"Black, non-Hispanic",18-29,BA or above,Independent,Female,23
379,Q6G,[Presidents should be required to obtain explicit congressional approval for sending US troops into combat situations.] How strongly would you oppose or favor these?,Global Position,True,10,Strongly favor,10,Strongly favor,2,"Black, non-Hispanic",45-59,BA or above,Independent,Male,54
