ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,llm_avg,llm_avg_rounded,llm_avg_raw,Corrected_LLM,delta_human,delta_llm
255,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,9,Very strongly favor,9,Very strongly favor,32,Other_non_Hispanic,45_59,BA_or_above,Republican,Female,59,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,10.0,0,1.0
292,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,2,Strongly oppose,5,In the middle,32,White_non_Hispanic,30_44,Some_college,Independent,Male,41,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,4.0,3,2.0
426,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,5,In the middle,1,Very strongly oppose,32,Black_non_Hispanic,45_59,Some_college,Democrat,Male,58,6,6,6,6,4,4,6,6,6,4,5.0,5.0,5.4,6.0,-4,1.0
518,Q3G,[The U.S. government should facilitate fracking throughout the US.] How strongly would you oppose or favor these?,Climate Change,True,3,Moderately oppose,6,Slightly favor,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Republican,Female,58,2,4,2,2,4,4,2,2,2,4,3.0,3.0,2.8,4.0,3,1.0
75,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,5,In the middle,4,Slightly oppose,32,White_non_Hispanic,60plus,Some_college,Democrat,Male,87,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,5.0,-1,0.0
78,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,4,Slightly oppose,4,Slightly oppose,32,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,44,6,5,5,6,6,5,5,5,6,5,5.0,5.0,5.4,4.0,0,0.0
90,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,6,Slightly favor,7,Moderately favor,32,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,46,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,6.0,1,0.0
91,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,0,Extremely oppose,0,Extremely oppose,32,White_non_Hispanic,18_29,Some_college,Independent,Male,23,0,0,2,2,4,0,2,3,3,3,2.0,2.0,1.9,0.0,0,0.0
164,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,4,Slightly oppose,4,Slightly oppose,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Democrat,Male,48,5,5,3,6,5,5,5,5,6,3,5.0,5.0,4.8,4.0,0,0.0
186,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,5,In the middle,8,Strongly favor,32,Black_non_Hispanic,60plus,BA_or_above,Independent,Male,62,6,6,7,7,6,6,6,6,6,6,6.0,6.0,6.2,5.0,3,0.0
217,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,5,In the middle,9,Very strongly favor,32,Black_non_Hispanic,45_59,BA_or_above,Democrat,Male,47,6,6,7,7,6,7,6,6,7,6,6.0,6.0,6.4,6.0,4,1.0
255,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,10,Strongly favor,7,Moderately favor,32,Other_non_Hispanic,45_59,BA_or_above,Republican,Female,59,9,9,9,9,9,9,9,9,9,9,9.0,9.0,9.0,10.0,-3,0.0
292,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,6,Slightly favor,8,Strongly favor,32,White_non_Hispanic,30_44,Some_college,Independent,Male,41,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,5.0,2,-1.0
426,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,7,Moderately favor,3,Moderately oppose,32,Black_non_Hispanic,45_59,Some_college,Democrat,Male,58,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,-4,0.0
518,Q3H,"[The US should mandate zero carbon emissions for cars, trucks, and buses.] How strongly would you oppose or favor these?",Climate Change,True,0,Extremely oppose,0,Extremely oppose,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Republican,Female,58,0,0,2,0,0,0,2,0,2,0,1.0,1.0,0.6,0.0,0,0.0
75,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,10,Strongly favor,32,White_non_Hispanic,60plus,Some_college,Democrat,Male,87,1,1,2,1,1,1,1,3,3,1,2.0,2.0,1.5,1.0,8,-1.0
78,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,6,Slightly favor,5,In the middle,32,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,44,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,6.0,-1,0.0
90,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,8,Strongly favor,32,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,46,10,0,0,0,0,0,9,0,0,0,2.0,2.0,1.9,2.0,8,2.0
91,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,7,Moderately favor,5,In the middle,32,White_non_Hispanic,18_29,Some_college,Independent,Male,23,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,-2,0.0
153,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,5,In the middle,32,White_non_Hispanic,60plus,Some_college,Republican,Male,71,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,5,-0.0
164,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,8,Strongly favor,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Democrat,Male,48,10,10,9,9,9,10,9,10,10,9,10.0,10.0,9.5,9.0,-2,-1.0
186,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,6,Slightly favor,2,Strongly oppose,32,Black_non_Hispanic,60plus,BA_or_above,Independent,Male,62,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,7.0,-4,1.0
217,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,2,Strongly oppose,32,Black_non_Hispanic,45_59,BA_or_above,Democrat,Male,47,10,10,9,10,9,10,9,10,10,9,10.0,10.0,9.6,9.0,-8,-1.0
292,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,9,Very strongly favor,10,Strongly favor,32,White_non_Hispanic,30_44,Some_college,Independent,Male,41,8,8,8,8,8,8,9,10,8,9,8.0,8.0,8.4,8.0,1,-1.0
426,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,0,Extremely oppose,32,Black_non_Hispanic,45_59,Some_college,Democrat,Male,58,6,8,8,7,6,8,6,6,8,6,7.0,7.0,6.9,5.0,-5,0.0
518,Q4A,[Capital gains -- income earned when an investment that has increased in value is sold -- should be taxed the same as ordinary wage income.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,0,Extremely oppose,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Republican,Female,58,2,1,2,1,2,2,2,2,3,2,2.0,2.0,1.9,2.0,-2,0.0
75,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,6,Slightly favor,6,Slightly favor,32,White_non_Hispanic,60plus,Some_college,Democrat,Male,87,8,7,7,7,7,7,7,7,7,7,7.0,7.0,7.1,6.0,0,0.0
78,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,7,Moderately favor,5,In the middle,32,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,44,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,-2,0.0
90,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,7,Moderately favor,32,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,46,9,9,8,9,9,9,9,9,8,9,9.0,9.0,8.8,8.0,-1,0.0
91,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,7,Moderately favor,8,Strongly favor,32,White_non_Hispanic,18_29,Some_college,Independent,Male,23,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0,1,1.0
153,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,3,Moderately oppose,32,White_non_Hispanic,60plus,Some_college,Republican,Male,71,9,8,8,9,9,9,9,9,8,9,9.0,9.0,8.7,9.0,-5,1.0
164,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,9,Very strongly favor,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Democrat,Male,48,6,6,7,7,6,6,6,6,6,6,6.0,6.0,6.2,6.0,4,1.0
186,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,8,Strongly favor,32,Black_non_Hispanic,60plus,BA_or_above,Independent,Male,62,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,6.0,3,1.0
217,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,32,Black_non_Hispanic,45_59,BA_or_above,Democrat,Male,47,10,10,10,10,10,10,9,10,10,10,10.0,10.0,9.9,9.0,0,-1.0
255,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,32,Other_non_Hispanic,45_59,BA_or_above,Republican,Female,59,9,9,9,9,9,9,9,10,9,9,9.0,9.0,9.1,10.0,0,0.0
292,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,10,Strongly favor,32,White_non_Hispanic,30_44,Some_college,Independent,Male,41,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,6.0,5,1.0
426,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,7,Moderately favor,9,Very strongly favor,32,Black_non_Hispanic,45_59,Some_college,Democrat,Male,58,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,2,0.0
518,Q4B,"[The US should impose a wealth tax on the richest taxpayers, requiring them to pay a small portion of their wealth on an annual basis.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,5,In the middle,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Republican,Female,58,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,5,1.0
75,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,2,Strongly oppose,32,White_non_Hispanic,60plus,Some_college,Democrat,Male,87,0,0,0,0,0,9,0,0,0,9,2.0,2.0,1.8,3.0,2,3.0
78,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,6,Slightly favor,5,In the middle,32,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,44,7,7,7,7,8,7,7,5,7,7,7.0,7.0,6.9,6.0,-1,0.0
90,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,2,Strongly oppose,1,Very strongly oppose,32,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,46,1,1,2,2,2,2,2,2,2,2,2.0,2.0,1.8,2.0,-1,0.0
91,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,2,Strongly oppose,0,Extremely oppose,32,White_non_Hispanic,18_29,Some_college,Independent,Male,23,1,1,2,1,2,2,2,2,2,1,2.0,2.0,1.6,1.0,-2,-1.0
164,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,4,Slightly oppose,2,Strongly oppose,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Democrat,Male,48,5,3,3,3,3,5,3,3,3,3,3.0,3.0,3.4,4.0,-2,0.0
186,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,5,In the middle,32,Black_non_Hispanic,60plus,BA_or_above,Independent,Male,62,6,6,6,6,4,6,6,6,6,4,6.0,6.0,5.6,5.0,0,0.0
217,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,32,Black_non_Hispanic,45_59,BA_or_above,Democrat,Male,47,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-0.0,0,-0.0
255,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,6,Slightly favor,0,Extremely oppose,32,Other_non_Hispanic,45_59,BA_or_above,Republican,Female,59,7,7,7,7,7,7,7,5,7,7,7.0,7.0,6.8,4.0,-6,-2.0
292,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,1,Very strongly oppose,0,Extremely oppose,32,White_non_Hispanic,30_44,Some_college,Independent,Male,41,1,0,1,1,1,1,2,1,1,0,1.0,1.0,0.9,-0.0,-1,-1.0
426,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,6,Slightly favor,32,Black_non_Hispanic,45_59,Some_college,Democrat,Male,58,6,6,6,4,4,4,6,4,6,4,5.0,5.0,5.0,5.0,1,0.0
518,Q4C,"[The US should repeal the estate tax, which currently taxes deceased individuals worth at least $11 million and deceased couples worth at least $22 million.] How strongly would you oppose or favor these?",Taxes,True,1,Very strongly oppose,10,Strongly favor,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Republican,Female,58,1,0,1,10,1,1,1,1,3,1,2.0,2.0,2.0,1.0,9,0.0
75,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,6,Slightly favor,32,White_non_Hispanic,60plus,Some_college,Democrat,Male,87,10,10,10,10,10,10,9,10,10,10,10.0,10.0,9.9,9.0,-4,-1.0
78,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,6,Slightly favor,6,Slightly favor,32,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,44,7,8,7,7,8,8,8,7,7,7,7.0,7.0,7.4,7.0,0,1.0
90,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,32,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,46,10,10,10,10,10,10,9,10,10,10,10.0,10.0,9.9,10.0,0,0.0
91,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,8,Strongly favor,32,White_non_Hispanic,18_29,Some_college,Independent,Male,23,8,8,8,9,9,9,9,9,9,9,9.0,9.0,8.7,9.0,0,1.0
153,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,2,Strongly oppose,32,White_non_Hispanic,60plus,Some_college,Republican,Male,71,8,8,8,9,9,9,9,9,9,9,9.0,9.0,8.7,8.0,-6,0.0
164,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,10,Strongly favor,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Democrat,Male,48,8,8,8,9,9,9,9,9,9,9,9.0,9.0,8.7,9.0,2,1.0
186,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,8,Strongly favor,32,Black_non_Hispanic,60plus,BA_or_above,Independent,Male,62,6,6,7,7,6,6,7,7,7,6,6.0,6.0,6.5,6.0,3,1.0
217,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,32,Black_non_Hispanic,45_59,BA_or_above,Democrat,Male,47,10,10,10,10,10,10,9,10,10,10,10.0,10.0,9.9,10.0,0,0.0
255,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,10,Strongly favor,32,Other_non_Hispanic,45_59,BA_or_above,Republican,Female,59,10,9,10,10,9,10,9,10,10,9,10.0,10.0,9.6,8.0,0,-2.0
292,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,10,Strongly favor,32,White_non_Hispanic,30_44,Some_college,Independent,Male,41,8,8,8,9,9,9,9,9,9,9,9.0,9.0,8.7,9.0,2,1.0
426,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,9,Very strongly favor,10,Strongly favor,32,Black_non_Hispanic,45_59,Some_college,Democrat,Male,58,9,9,9,9,9,9,9,10,10,9,9.0,9.0,9.2,8.0,1,-1.0
518,Q4D,"[When taxpayers earn more than $2 million per year, they should pay a higher tax rate on additional income.] How strongly would you oppose or favor these?",Taxes,True,1,Very strongly oppose,10,Strongly favor,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Republican,Female,58,0,0,1,0,4,0,0,0,0,0,0.0,0.0,0.5,-0.0,9,-1.0
75,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,7,Moderately favor,10,Strongly favor,32,White_non_Hispanic,60plus,Some_college,Democrat,Male,87,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,7.0,3,0.0
78,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,8,Strongly favor,32,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,44,8,9,9,9,9,9,9,9,9,9,9.0,9.0,8.9,8.0,0,0.0
90,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,9,Very strongly favor,32,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,46,6,7,7,7,6,7,6,7,6,7,7.0,7.0,6.6,6.0,4,1.0
91,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,5,In the middle,32,White_non_Hispanic,18_29,Some_college,Independent,Male,23,6,6,7,6,6,6,6,6,6,6,6.0,6.0,6.1,6.0,0,1.0
153,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,2,Strongly oppose,32,White_non_Hispanic,60plus,Some_college,Republican,Male,71,8,9,9,9,9,9,9,9,9,9,9.0,9.0,8.9,8.0,-6,0.0
186,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,5,In the middle,32,Black_non_Hispanic,60plus,BA_or_above,Independent,Male,62,8,9,9,9,9,9,9,9,9,9,9.0,9.0,8.9,9.0,-3,1.0
217,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,1,Very strongly oppose,32,Black_non_Hispanic,45_59,BA_or_above,Democrat,Male,47,0,0,0,0,9,0,0,0,0,0,1.0,1.0,0.9,0.0,1,0.0
255,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,9,Very strongly favor,0,Extremely oppose,32,Other_non_Hispanic,45_59,BA_or_above,Republican,Female,59,8,8,8,9,9,8,9,8,9,9,8.0,8.0,8.5,6.0,-9,-3.0
292,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,7,Moderately favor,32,White_non_Hispanic,30_44,Some_college,Independent,Male,41,8,9,8,9,9,9,9,9,8,9,9.0,9.0,8.7,8.0,-1,0.0
518,Q4E,"[Expand the Earned Income Tax Credit, which provides a benefit to low-income workers, to more middle-class workers.] How strongly would you oppose or favor these?",Taxes,True,1,Very strongly oppose,0,Extremely oppose,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Republican,Female,58,5,0,3,4,4,3,2,4,3,0,3.0,3.0,2.8,3.0,-1,2.0
75,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,8,Strongly favor,3,Moderately oppose,32,White_non_Hispanic,60plus,Some_college,Democrat,Male,87,8,8,8,8,9,9,9,8,8,9,8.0,8.0,8.4,6.0,-5,-2.0
78,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,9,Very strongly favor,5,In the middle,32,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,44,9,9,9,9,9,9,9,9,9,9,9.0,9.0,9.0,6.0,-4,-3.0
90,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,7,Moderately favor,6,Slightly favor,32,White_non_Hispanic,45_59,BA_or_above,Democrat,Male,46,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,6.0,-1,-1.0
91,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,0,Extremely oppose,32,White_non_Hispanic,18_29,Some_college,Independent,Male,23,5,0,2,0,0,0,2,0,0,0,1.0,1.0,0.9,0.0,0,0.0
153,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,5,In the middle,32,White_non_Hispanic,60plus,Some_college,Republican,Male,71,2,1,2,1,1,2,2,2,3,2,2.0,2.0,1.8,1.0,3,-1.0
164,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,7,Moderately favor,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Democrat,Male,48,10,10,10,9,10,10,10,10,10,10,10.0,10.0,9.9,8.0,-3,-2.0
186,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,8,Strongly favor,6,Slightly favor,32,Black_non_Hispanic,60plus,BA_or_above,Independent,Male,62,8,8,8,8,8,8,8,8,8,9,8.0,8.0,8.1,6.0,-2,-2.0
217,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,2,Strongly oppose,32,Black_non_Hispanic,45_59,BA_or_above,Democrat,Male,47,0,0,0,0,10,10,10,0,0,10,4.0,4.0,4.0,2.0,2,2.0
255,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,1,Very strongly oppose,0,Extremely oppose,32,Other_non_Hispanic,45_59,BA_or_above,Republican,Female,59,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,-0.0,-1,-1.0
292,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,5,In the middle,32,White_non_Hispanic,30_44,Some_college,Independent,Male,41,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,3.0,0,-2.0
426,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,5,In the middle,32,Black_non_Hispanic,45_59,Some_college,Democrat,Male,58,10,10,10,9,10,10,10,10,10,10,10.0,10.0,9.9,8.0,-5,-2.0
518,Q4G,[Increase federal minimum wage from $7.25/hr. to $15/hr.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,0,Extremely oppose,32,White_non_Hispanic,45_59,HS_graduate_or_equivalent,Republican,Female,58,0,0,2,0,0,0,2,0,0,0,0.0,0.0,0.4,-0.0,0,-0.0
75,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,3,Moderately oppose,2,Strongly oppose,32,White_non_Hispanic,60plus,Some_college,Democrat,Male,87,5,4,2,4,4,5,2,4,4,4,4.0,4.0,3.8,2.0,-1,-1.0
78,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,8,Strongly favor,32,Black_non_Hispanic,30_44,BA_or_above,Democrat,Male,44,10,10,9,10,9,10,9,10,10,10,10.0,10.0,9.7,8.0,-2,-2.0
