ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,delta_observed,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_mean_llm,delta_stf_llm,delta_diff_0,delta_diff_1,delta_diff_2,delta_diff_3,delta_diff_4,delta_diff_5,delta_diff_6,delta_diff_7,delta_diff_8,delta_diff_9
426,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,9,Very strongly favor,32,"Black, non-Hispanic",45-59,Some college,Democrat,Male,58,6,6,7,6,6,6,6,6,6,6,4,1,1,2,1,1,1,1,1,1,1,1.1,0.31622776601683794,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3
518,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,0,Extremely oppose,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
75,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,32,"White, non-Hispanic",60+,Some college,Democrat,Male,87,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.2,0.6324555320336759,0,0,0,0,0,0,2,0,0,0
78,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,5,In the middle,4,Slightly oppose,32,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,44,6,6,8,6,6,6,6,6,6,6,-1,1,1,3,1,1,1,1,1,1,1,1.2,0.6324555320336759,2,2,4,2,2,2,2,2,2,2
90,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,1,Very strongly oppose,32,"White, non-Hispanic",45-59,BA or above,Democrat,Male,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
91,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,32,"White, non-Hispanic",18-29,Some college,Independent,Male,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
153,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,2,Strongly oppose,32,"White, non-Hispanic",60+,Some college,Republican,Male,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
164,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,7,Moderately favor,5,In the middle,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Male,48,6,6,8,6,6,6,6,6,6,6,-2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-0.8,0.6324555320336759,1,1,3,1,1,1,1,1,1,1
186,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,32,"Black, non-Hispanic",60+,BA or above,Independent,Male,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
217,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,32,"Black, non-Hispanic",45-59,BA or above,Democrat,Male,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
255,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,10,Strongly favor,0,Extremely oppose,32,"Other, non-Hispanic",45-59,BA or above,Republican,Female,59,8,8,8,8,9,8,9,9,9,8,-10,-2,-2,-2,-2,-1,-2,-1,-1,-1,-2,-1.6,0.5163977794943223,8,8,8,8,9,8,9,9,9,8
292,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,1,Very strongly oppose,32,"White, non-Hispanic",30-44,Some college,Independent,Male,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
426,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,9,Very strongly favor,6,Slightly favor,32,"Black, non-Hispanic",45-59,Some college,Democrat,Male,58,8,8,8,8,8,8,8,8,8,8,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,2,2,2,2,2,2,2,2,2,2
518,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
75,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,8,Strongly favor,32,"White, non-Hispanic",60+,Some college,Democrat,Male,87,10,8,10,9,10,10,9,10,10,10,-2,0,-2,0,-1,0,0,-1,0,0,0,-0.4,0.6992058987801011,2,0,2,1,2,2,1,2,2,2
78,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,32,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
90,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,0,Extremely oppose,32,"White, non-Hispanic",45-59,BA or above,Democrat,Male,46,1,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,1,1,1,1,1,1,1
91,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,8,Strongly favor,32,"White, non-Hispanic",18-29,Some college,Independent,Male,23,8,8,8,8,8,8,9,8,8,8,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-1.9,0.31622776601683794,0,0,0,0,0,0,1,0,0,0
153,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,7,Moderately favor,32,"White, non-Hispanic",60+,Some college,Republican,Male,71,8,8,9,8,9,9,9,9,8,9,-3,-2,-2,-1,-2,-1,-1,-1,-1,-2,-1,-1.4,0.5163977794943223,1,1,2,1,2,2,2,2,1,2
164,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,6,Slightly favor,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Male,48,2,2,2,2,2,2,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
186,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,0,Extremely oppose,32,"Black, non-Hispanic",60+,BA or above,Independent,Male,62,2,2,2,1,2,1,2,2,2,2,-2,0,0,0,-1,0,-1,0,0,0,0,-0.2,0.42163702135578396,2,2,2,1,2,1,2,2,2,2
217,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,5,In the middle,32,"Black, non-Hispanic",45-59,BA or above,Democrat,Male,47,1,1,1,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
255,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,32,"Other, non-Hispanic",45-59,BA or above,Republican,Female,59,8,8,8,8,9,9,9,9,8,9,0,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1,-1.5,0.5270462766947299,-2,-2,-2,-2,-1,-1,-1,-1,-2,-1
292,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,0,Extremely oppose,32,"White, non-Hispanic",30-44,Some college,Independent,Male,41,6,6,6,6,4,7,6,6,6,6,-5,1,1,1,1,-1,2,1,1,1,1,0.9,0.7378647873726218,6,6,6,6,4,7,6,6,6,6
426,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,3,Moderately oppose,32,"Black, non-Hispanic",45-59,Some college,Democrat,Male,58,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
518,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,5,In the middle,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,58,8,8,8,8,9,9,9,8,8,9,-5,-2,-2,-2,-2,-1,-1,-1,-2,-2,-1,-1.6,0.5163977794943223,3,3,3,3,4,4,4,3,3,4
75,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,8,Strongly favor,32,"White, non-Hispanic",60+,Some college,Democrat,Male,87,6,7,7,7,9,7,7,7,7,7,0,-2,-1,-1,-1,1,-1,-1,-1,-1,-1,-0.9,0.7378647873726217,-2,-1,-1,-1,1,-1,-1,-1,-1,-1
78,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,32,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
90,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,6,Slightly favor,32,"White, non-Hispanic",45-59,BA or above,Democrat,Male,46,6,6,6,6,4,4,4,4,6,4,1,1,1,1,1,-1,-1,-1,-1,1,-1,0.0,1.0540925533894598,0,0,0,0,-2,-2,-2,-2,0,-2
91,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,8,Strongly favor,32,"White, non-Hispanic",18-29,Some college,Independent,Male,23,6,6,8,6,6,6,6,6,6,6,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-0.8,0.6324555320336759,-2,-2,0,-2,-2,-2,-2,-2,-2,-2
164,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,3,Moderately oppose,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Male,48,2,1,2,1,2,1,2,2,2,2,1,0,-1,0,-1,0,-1,0,0,0,0,-0.3,0.48304589153964794,-1,-2,-1,-2,-1,-2,-1,-1,-1,-1
186,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,32,"Black, non-Hispanic",60+,BA or above,Independent,Male,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
217,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,5,In the middle,32,"Black, non-Hispanic",45-59,BA or above,Democrat,Male,47,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
292,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,4,Slightly oppose,32,"White, non-Hispanic",30-44,Some college,Independent,Male,41,2,4,2,2,4,4,4,4,2,4,1,-1,1,-1,-1,1,1,1,1,-1,1,0.2,1.0327955589886446,-2,0,-2,-2,0,0,0,0,-2,0
426,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,2,Strongly oppose,32,"Black, non-Hispanic",45-59,Some college,Democrat,Male,58,1,0,1,1,1,0,1,1,1,0,1,0,-1,0,0,0,-1,0,0,0,-1,-0.3,0.48304589153964794,-1,-2,-1,-1,-1,-2,-1,-1,-1,-2
518,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,3,Moderately oppose,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,58,6,6,6,6,6,6,6,6,6,6,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,0.0,3,3,3,3,3,3,3,3,3,3
75,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,6,Slightly favor,32,"White, non-Hispanic",60+,Some college,Democrat,Male,87,1,1,3,1,1,2,1,2,1,1,4,-1,-1,1,-1,-1,0,-1,0,-1,-1,-0.6,0.6992058987801011,-5,-5,-3,-5,-5,-4,-5,-4,-5,-5
78,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,5,In the middle,32,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,44,9,10,9,9,1,10,9,10,10,9,-5,-1,0,-1,-1,-9,0,-1,0,0,-1,-1.4,2.7162065049951147,4,5,4,4,-4,5,4,5,5,4
90,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,8,Strongly favor,32,"White, non-Hispanic",45-59,BA or above,Democrat,Male,46,8,9,8,9,9,8,9,9,9,9,0,0,1,0,1,1,0,1,1,1,1,0.7,0.48304589153964794,0,1,0,1,1,0,1,1,1,1
91,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,2,Strongly oppose,32,"White, non-Hispanic",18-29,Some college,Independent,Male,23,0,0,2,1,4,0,2,0,0,0,2,0,0,2,1,4,0,2,0,0,0,0.9,1.3703203194062978,-2,-2,0,-1,2,-2,0,-2,-2,-2
164,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,9,Very strongly favor,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Male,48,8,9,9,9,9,9,9,9,10,9,0,-1,0,0,0,0,0,0,0,1,0,0.0,0.4714045207910317,-1,0,0,0,0,0,0,0,1,0
186,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,7,Moderately favor,32,"Black, non-Hispanic",60+,BA or above,Independent,Male,62,6,6,7,6,6,6,6,6,6,7,2,1,1,2,1,1,1,1,1,1,2,1.2,0.42163702135578396,-1,-1,0,-1,-1,-1,-1,-1,-1,0
217,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,32,"Black, non-Hispanic",45-59,BA or above,Democrat,Male,47,6,7,7,7,7,7,6,7,7,7,0,1,2,2,2,2,2,1,2,2,2,1.8,0.42163702135578396,1,2,2,2,2,2,1,2,2,2
292,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,5,In the middle,32,"White, non-Hispanic",30-44,Some college,Independent,Male,41,4,4,2,4,4,4,4,4,4,4,2,1,1,-1,1,1,1,1,1,1,1,0.8,0.6324555320336759,-1,-1,-3,-1,-1,-1,-1,-1,-1,-1
426,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,8,Strongly favor,32,"Black, non-Hispanic",45-59,Some college,Democrat,Male,58,4,4,2,4,4,4,4,4,4,4,5,1,1,-1,1,1,1,1,1,1,1,0.8,0.6324555320336759,-4,-4,-6,-4,-4,-4,-4,-4,-4,-4
518,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,8,Strongly favor,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,58,1,1,2,1,1,1,2,2,1,2,6,-1,-1,0,-1,-1,-1,0,0,-1,0,-0.6,0.5163977794943222,-7,-7,-6,-7,-7,-7,-6,-6,-7,-6
75,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,8,Strongly favor,32,"White, non-Hispanic",60+,Some college,Democrat,Male,87,0,0,2,10,10,10,0,2,3,10,8,0,0,2,10,10,10,0,2,3,10,4.7,4.667856991049414,-8,-8,-6,2,2,2,-8,-6,-5,2
78,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,5,In the middle,32,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,44,8,8,8,8,8,8,8,8,8,8,-2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,3,3,3,3,3,3,3,3,3,3
90,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,9,Very strongly favor,32,"White, non-Hispanic",45-59,BA or above,Democrat,Male,46,6,6,3,6,6,5,6,5,6,6,5,2,2,-1,2,2,1,2,1,2,2,1.5,0.97182531580755,-3,-3,-6,-3,-3,-4,-3,-4,-3,-3
91,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,2,Strongly oppose,32,"White, non-Hispanic",18-29,Some college,Independent,Male,23,0,4,2,4,4,0,0,3,3,4,2,0,4,2,4,4,0,0,3,3,4,2.4,1.776388345929897,-2,2,0,2,2,-2,-2,1,1,2
164,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,8,Strongly favor,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Male,48,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
186,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,5,In the middle,32,"Black, non-Hispanic",60+,BA or above,Independent,Male,62,8,8,8,8,8,8,8,8,8,8,-2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,3,3,3,3,3,3,3,3,3,3
217,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,32,"Black, non-Hispanic",45-59,BA or above,Democrat,Male,47,6,6,7,7,6,8,6,6,6,8,0,1,1,2,2,1,3,1,1,1,3,1.6,0.8432740427115678,1,1,2,2,1,3,1,1,1,3
255,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,7,Moderately favor,32,"Other, non-Hispanic",45-59,BA or above,Republican,Female,59,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,7,Moderately favor,32,"White, non-Hispanic",30-44,Some college,Independent,Male,41,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
426,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,8,Strongly favor,32,"Black, non-Hispanic",45-59,Some college,Democrat,Male,58,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
518,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,10,Strongly favor,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,58,1,1,3,1,3,2,2,3,3,3,8,-1,-1,1,-1,1,0,0,1,1,1,0.2,0.9189365834726815,-9,-9,-7,-9,-7,-8,-8,-7,-7,-7
75,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,8,Strongly favor,32,"White, non-Hispanic",60+,Some college,Democrat,Male,87,6,6,6,6,6,6,6,6,6,6,4,2,2,2,2,2,2,2,2,2,2,2.0,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
78,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,32,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,44,10,10,10,10,10,10,9,10,10,10,0,0,0,0,0,0,0,-1,0,0,0,-0.1,0.31622776601683794,0,0,0,0,0,0,-1,0,0,0
90,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,32,"White, non-Hispanic",45-59,BA or above,Democrat,Male,46,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
91,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,10,Strongly favor,32,"White, non-Hispanic",18-29,Some college,Independent,Male,23,6,6,7,7,6,8,6,6,7,6,5,1,1,2,2,1,3,1,1,2,1,1.5,0.7071067811865476,-4,-4,-3,-3,-4,-2,-4,-4,-3,-4
153,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,32,"White, non-Hispanic",60+,Some college,Republican,Male,71,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
164,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Democrat,Male,48,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
186,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,10,Strongly favor,32,"Black, non-Hispanic",60+,BA or above,Independent,Male,62,8,8,8,8,8,8,9,8,8,8,2,0,0,0,0,0,0,1,0,0,0,0.1,0.31622776601683794,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2
217,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,32,"Black, non-Hispanic",45-59,BA or above,Democrat,Male,47,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
255,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,9,Very strongly favor,32,"Other, non-Hispanic",45-59,BA or above,Republican,Female,59,10,10,10,10,10,10,9,10,10,10,-1,0,0,0,0,0,0,-1,0,0,0,-0.1,0.31622776601683794,1,1,1,1,1,1,0,1,1,1
292,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,10,Strongly favor,32,"White, non-Hispanic",30-44,Some college,Independent,Male,41,9,8,8,9,8,9,9,9,8,9,2,1,0,0,1,0,1,1,1,0,1,0.6,0.5163977794943223,-1,-2,-2,-1,-2,-1,-1,-1,-2,-1
426,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,10,Strongly favor,32,"Black, non-Hispanic",45-59,Some college,Democrat,Male,58,9,9,9,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
518,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,10,Strongly favor,32,"White, non-Hispanic",45-59,HS graduate or equivalent,Republican,Female,58,8,8,8,8,8,8,8,8,8,8,3,1,1,1,1,1,1,1,1,1,1,1.0,0.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
75,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,5,In the middle,8,Strongly favor,32,"White, non-Hispanic",60+,Some college,Democrat,Male,87,8,8,8,7,8,8,6,7,8,8,3,3,3,3,2,3,3,1,2,3,3,2.6,0.6992058987801011,0,0,0,-1,0,0,-2,-1,0,0
78,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,32,"Black, non-Hispanic",30-44,BA or above,Democrat,Male,44,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
90,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,7,Moderately favor,8,Strongly favor,32,"White, non-Hispanic",45-59,BA or above,Democrat,Male,46,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0
